,u,i,ts,label,idx
106091,2831,7063,797624.0,0,106092
106092,4456,7053,797637.0,0,106093
106093,4456,7064,797637.0,0,106094
106094,1684,7078,797642.0,0,106095
106095,855,7052,797647.0,0,106096
106096,1023,7074,797652.0,0,106097
106097,1023,7073,797653.0,0,106098
106098,1023,7060,797667.0,0,106099
106099,1200,7080,797674.0,0,106100
106100,4353,7064,797677.0,0,106101
106101,4466,7074,797678.0,0,106102
106102,1200,7080,797679.0,0,106103
106103,4466,7075,797679.0,0,106104
106104,1023,7074,797682.0,0,106105
106105,2854,7076,797698.0,0,106106
106106,2854,7077,797698.0,0,106107
106107,4510,7061,797726.0,0,106108
106108,1023,7074,797727.0,0,106109
106109,1023,7077,797728.0,0,106110
106110,436,7074,797738.0,0,106111
106111,436,7077,797739.0,0,106112
106112,2948,7065,797751.0,0,106113
106113,4513,7052,797756.0,0,106114
106114,4478,7079,797795.0,1,106115
106115,2948,7067,797797.0,0,106116
106116,3232,7052,797797.0,0,106117
106117,4473,7081,797803.0,0,106118
106118,855,7053,797807.0,0,106119
106119,855,7063,797809.0,0,106120
106120,3232,7055,797811.0,0,106121
106121,3232,7063,797811.0,0,106122
106122,4519,7051,797825.0,0,106123
106123,2232,7060,797825.0,0,106124
106124,436,7072,797843.0,0,106125
106125,4516,7074,797846.0,0,106126
106126,4516,7075,797846.0,0,106127
106127,855,7051,797849.0,0,106128
106128,855,7052,797851.0,0,106129
106129,855,7053,797854.0,0,106130
106130,1038,7076,797868.0,0,106131
106131,4516,7060,797884.0,0,106132
106132,4516,7074,797889.0,0,106133
106133,4066,7053,797911.0,0,106134
106134,4066,7063,797913.0,0,106135
106135,4066,7052,797916.0,0,106136
106136,4066,7064,797917.0,0,106137
106137,3232,7053,797921.0,0,106138
106138,1133,7072,797924.0,0,106139
106139,117,7082,797934.0,0,106140
106140,2232,7081,797937.0,0,106141
106141,3232,7064,797939.0,0,106142
106142,930,7074,797957.0,0,106143
106143,930,7075,797958.0,0,106144
106144,4066,7053,797964.0,0,106145
106145,4066,7063,797965.0,0,106146
106146,4481,7056,797967.0,0,106147
106147,4481,7063,797967.0,0,106148
106148,4066,7052,797968.0,0,106149
106149,4066,7064,797969.0,0,106150
106150,855,7052,797979.0,0,106151
106151,855,7064,797979.0,0,106152
106152,4481,7053,797979.0,0,106153
106153,855,7053,797981.0,0,106154
106154,855,7055,797981.0,0,106155
106155,4225,7074,797982.0,0,106156
106156,855,7054,797987.0,0,106157
106157,4066,7053,798009.0,0,106158
106158,4066,7063,798009.0,0,106159
106159,2927,7056,798010.0,0,106160
106160,1175,7074,798017.0,0,106161
106161,1175,7075,798017.0,0,106162
106162,1058,7079,798021.0,0,106163
106163,2927,7055,798026.0,0,106164
106164,2927,7051,798033.0,0,106165
106165,210,7074,798067.0,0,106166
106166,526,7074,798075.0,0,106167
106167,4514,7052,798103.0,0,106168
106168,4514,7061,798104.0,0,106169
106169,651,7064,798105.0,1,106170
106170,3924,7073,798114.0,0,106171
106171,3924,7075,798115.0,0,106172
106172,930,7077,798118.0,0,106173
106173,930,7074,798119.0,0,106174
106174,4456,7053,798121.0,0,106175
106175,4456,7064,798122.0,0,106176
106176,4136,7076,798124.0,0,106177
106177,4136,7077,798125.0,0,106178
106178,930,7074,798140.0,0,106179
106179,4489,7053,798140.0,0,106180
106180,930,7075,798141.0,0,106181
106181,4507,7054,798156.0,0,106182
106182,216,7079,798165.0,0,106183
106183,4500,7052,798182.0,0,106184
106184,4500,7061,798183.0,0,106185
106185,4518,7052,798194.0,0,106186
106186,4518,7061,798195.0,0,106187
106187,4513,7053,798200.0,0,106188
106188,4505,7054,798201.0,0,106189
106189,4505,7064,798202.0,0,106190
106190,3945,7073,798208.0,0,106191
106191,930,7074,798266.0,0,106192
106192,930,7077,798267.0,0,106193
106193,3882,7051,798271.0,0,106194
106194,930,7077,798290.0,0,106195
106195,4368,7070,798313.0,0,106196
106196,4368,7083,798314.0,0,106197
106197,3208,7073,798315.0,1,106198
106198,1315,7060,798319.0,0,106199
106199,1306,7070,798320.0,0,106200
106200,1306,7083,798321.0,0,106201
106201,3232,7052,798322.0,0,106202
106202,855,7065,798326.0,0,106203
106203,1315,7076,798327.0,0,106204
106204,855,7066,798334.0,0,106205
106205,4496,7055,798335.0,0,106206
106206,4496,7067,798336.0,0,106207
106207,4172,7067,798344.0,0,106208
106208,819,7054,798381.0,0,106209
106209,1447,7056,798400.0,0,106210
106210,4483,7074,798401.0,0,106211
106211,4483,7075,798402.0,0,106212
106212,1447,7073,798406.0,0,106213
106213,4483,7070,798408.0,0,106214
106214,4483,7077,798409.0,0,106215
106215,447,7081,798420.0,0,106216
106216,447,7078,798432.0,0,106217
106217,775,7078,798440.0,0,106218
106218,775,7079,798440.0,0,106219
106219,447,7078,798442.0,0,106220
106220,4466,7076,798446.0,0,106221
106221,4466,7077,798447.0,0,106222
106222,4520,7049,798458.0,0,106223
106223,4521,7049,798458.0,0,106224
106224,1175,7073,798505.0,0,106225
106225,1175,7077,798505.0,0,106226
106226,436,7077,798506.0,0,106227
106227,4521,7051,798506.0,0,106228
106228,4105,7054,798510.0,0,106229
106229,4473,7083,798516.0,1,106230
106230,4105,7054,798518.0,0,106231
106231,4105,7055,798520.0,0,106232
106232,4105,7065,798526.0,0,106233
106233,4522,7049,798526.0,0,106234
106234,2686,7056,798532.0,0,106235
106235,4105,7065,798533.0,0,106236
106236,4519,7052,798538.0,0,106237
106237,4519,7061,798538.0,0,106238
106238,117,7081,798539.0,0,106239
106239,2686,7073,798545.0,0,106240
106240,4421,7079,798550.0,0,106241
106241,1133,7057,798570.0,0,106242
106242,4507,7065,798579.0,0,106243
106243,855,7073,798585.0,0,106244
106244,855,7067,798585.0,0,106245
106245,2686,7073,798589.0,0,106246
106246,4456,7054,798593.0,0,106247
106247,4456,7064,798594.0,0,106248
106248,1038,7078,798595.0,0,106249
106249,4520,7049,798598.0,0,106250
106250,1447,7073,798604.0,0,106251
106251,1447,7075,798605.0,0,106252
106252,4496,7062,798606.0,0,106253
106253,4520,7051,798607.0,0,106254
106254,4496,7062,798608.0,0,106255
106255,4396,7056,798611.0,0,106256
106256,4514,7063,798613.0,1,106257
106257,4396,7055,798614.0,0,106258
106258,4519,7063,798622.0,0,106259
106259,4368,7080,798623.0,0,106260
106260,4421,7078,798623.0,0,106261
106261,855,7074,798624.0,0,106262
106262,3631,7057,798631.0,0,106263
106263,855,7075,798632.0,0,106264
106264,4518,7053,798636.0,0,106265
106265,3882,7051,798637.0,0,106266
106266,1038,7078,798637.0,0,106267
106267,4518,7063,798637.0,0,106268
106268,4301,7056,798639.0,0,106269
106269,4368,7080,798650.0,0,106270
106270,4301,7051,798657.0,0,106271
106271,3882,7061,798658.0,0,106272
106272,4368,7057,798660.0,0,106273
106273,4496,7062,798661.0,0,106274
106274,4483,7074,798662.0,0,106275
106275,2831,7054,798665.0,0,106276
106276,2831,7064,798665.0,0,106277
106277,4496,7062,798667.0,0,106278
106278,3882,7051,798673.0,0,106279
106279,4500,7053,798683.0,0,106280
106280,4496,7062,798684.0,0,106281
106281,4500,7063,798684.0,0,106282
106282,1444,7056,798685.0,0,106283
106283,4496,7057,798688.0,0,106284
106284,4519,7056,798688.0,0,106285
106285,930,7074,798690.0,0,106286
106286,930,7077,798691.0,0,106287
106287,4496,7057,798693.0,0,106288
106288,4516,7060,798695.0,0,106289
106289,4496,7057,798697.0,0,106290
106290,3487,7056,798698.0,0,106291
106291,4519,7052,798702.0,0,106292
106292,4516,7073,798702.0,0,106293
106293,3487,7054,798709.0,0,106294
106294,4496,7057,798711.0,0,106295
106295,4496,7055,798713.0,1,106296
106296,930,7060,798735.0,0,106297
106297,930,7074,798739.0,0,106298
106298,4505,7065,798744.0,0,106299
106299,4505,7066,798745.0,0,106300
106300,855,7076,798756.0,0,106301
106301,855,7077,798761.0,0,106302
106302,210,7076,798764.0,0,106303
106303,526,7076,798767.0,0,106304
106304,4411,7056,798768.0,0,106305
106305,526,7077,798768.0,0,106306
106306,4331,7066,798772.0,0,106307
106307,4411,7051,798776.0,0,106308
106308,1554,7056,798811.0,0,106309
106309,984,7056,798819.0,0,106310
106310,984,7070,798828.0,1,106311
106311,4516,7077,798829.0,0,106312
106312,3982,7053,798829.0,0,106313
106313,3982,7063,798829.0,0,106314
106314,4523,7049,798830.0,0,106315
106315,3982,7053,798832.0,0,106316
106316,2052,7056,798838.0,0,106317
106317,4396,7062,798844.0,0,106318
106318,4136,7078,798845.0,0,106319
106319,4136,7079,798846.0,0,106320
106320,1023,7077,798847.0,0,106321
106321,4396,7055,798860.0,0,106322
106322,4396,7062,798883.0,0,106323
106323,4396,7057,798895.0,0,106324
106324,1447,7074,798905.0,0,106325
106325,1447,7075,798906.0,0,106326
106326,1554,7073,798908.0,0,106327
106327,4523,7049,798912.0,0,106328
106328,1972,7081,798923.0,0,106329
106329,1972,7082,798927.0,0,106330
106330,4523,7052,798931.0,0,106331
106331,4523,7051,798942.0,0,106332
106332,1306,7080,798954.0,0,106333
106333,2917,7056,798958.0,0,106334
106334,2917,7055,798967.0,0,106335
106335,1306,7080,798968.0,0,106336
106336,4524,7049,798970.0,0,106337
106337,2052,7057,798983.0,0,106338
106338,4316,7056,798984.0,0,106339
106339,4316,7052,798989.0,0,106340
106340,2232,7083,798989.0,0,106341
106341,4524,7055,798998.0,0,106342
106342,1315,7070,799003.0,0,106343
106343,4215,7051,799015.0,0,106344
106344,2052,7056,799033.0,0,106345
106345,3924,7074,799038.0,0,106346
106346,3924,7075,799038.0,0,106347
106347,855,7078,799046.0,0,106348
106348,855,7079,799046.0,0,106349
106349,2052,7073,799050.0,0,106350
106350,1781,7076,799052.0,0,106351
106351,1781,7077,799056.0,0,106352
106352,533,7056,799076.0,0,106353
106353,855,7081,799086.0,0,106354
106354,855,7082,799086.0,0,106355
106355,3232,7054,799110.0,0,106356
106356,3232,7063,799110.0,0,106357
106357,210,7076,799112.0,0,106358
106358,4481,7056,799113.0,0,106359
106359,4481,7064,799116.0,0,106360
106360,533,7073,799117.0,0,106361
106361,4411,7052,799122.0,0,106362
106362,4411,7061,799124.0,0,106363
106363,4524,7062,799124.0,0,106364
106364,4481,7056,799127.0,0,106365
106365,4524,7062,799129.0,0,106366
106366,4411,7056,799131.0,0,106367
106367,533,7051,799131.0,0,106368
106368,4411,7051,799136.0,0,106369
106369,1315,7080,799136.0,0,106370
106370,4481,7065,799139.0,0,106371
106371,1315,7078,799140.0,0,106372
106372,4524,7062,799141.0,0,106373
106373,4466,7078,799144.0,0,106374
106374,4466,7079,799145.0,0,106375
106375,1447,7074,799147.0,0,106376
106376,1447,7077,799148.0,0,106377
106377,4507,7055,799149.0,0,106378
106378,1058,7078,799158.0,0,106379
106379,4456,7065,799161.0,0,106380
106380,4456,7066,799161.0,0,106381
106381,1058,7078,799161.0,0,106382
106382,4172,7055,799169.0,0,106383
106383,533,7073,799170.0,0,106384
106384,533,7061,799170.0,0,106385
106385,533,7073,799172.0,0,106386
106386,1554,7075,799173.0,0,106387
106387,1058,7078,799174.0,0,106388
106388,526,7076,799179.0,0,106389
106389,526,7079,799180.0,0,106390
106390,4524,7062,799182.0,0,106391
106391,526,7076,799186.0,0,106392
106392,4524,7055,799190.0,0,106393
106393,1175,7074,799196.0,0,106394
106394,1175,7075,799197.0,0,106395
106395,4524,7057,799199.0,0,106396
106396,3497,7064,799200.0,0,106397
106397,2686,7074,799205.0,0,106398
106398,3497,7053,799213.0,0,106399
106399,4524,7057,799213.0,0,106400
106400,1684,7081,799216.0,0,106401
106401,1684,7082,799217.0,0,106402
106402,4525,7049,799217.0,0,106403
106403,526,7076,799219.0,0,106404
106404,4396,7057,799223.0,0,106405
106405,3487,7065,799247.0,0,106406
106406,3487,7066,799247.0,0,106407
106407,3497,7053,799252.0,0,106408
106408,1447,7074,799261.0,0,106409
106409,1447,7077,799261.0,0,106410
106410,4507,7062,799267.0,0,106411
106411,1447,7074,799268.0,0,106412
106412,3497,7064,799273.0,0,106413
106413,4507,7062,799273.0,0,106414
106414,4489,7054,799280.0,0,106415
106415,4489,7064,799281.0,0,106416
106416,4507,7062,799281.0,0,106417
106417,4507,7057,799292.0,0,106418
106418,2597,7078,799301.0,0,106419
106419,2597,7079,799302.0,0,106420
106420,4483,7076,799306.0,0,106421
106421,3497,7053,799307.0,0,106422
106422,4483,7076,799307.0,0,106423
106423,4483,7077,799308.0,0,106424
106424,4507,7057,799317.0,0,106425
106425,4090,7051,799323.0,0,106426
106426,4507,7073,799324.0,0,106427
106427,4525,7049,799333.0,0,106428
106428,4411,7051,799335.0,0,106429
106429,4411,7061,799336.0,0,106430
106430,4525,7058,799340.0,0,106431
106431,4525,7049,799352.0,0,106432
106432,4521,7052,799355.0,0,106433
106433,4521,7061,799357.0,0,106434
106434,4525,7050,799359.0,0,106435
106435,4519,7053,799362.0,0,106436
106436,4519,7063,799362.0,0,106437
106437,2232,7078,799381.0,0,106438
106438,4301,7052,799383.0,0,106439
106439,4520,7052,799397.0,0,106440
106440,4520,7061,799398.0,0,106441
106441,4520,7051,799406.0,0,106442
106442,4520,7053,799409.0,0,106443
106443,4520,7061,799410.0,0,106444
106444,1175,7073,799425.0,0,106445
106445,1175,7077,799425.0,0,106446
106446,4525,7051,799427.0,0,106447
106447,4526,7049,799432.0,0,106448
106448,1175,7076,799434.0,0,106449
106449,1175,7075,799435.0,0,106450
106450,1175,7060,799438.0,0,106451
106451,3876,7060,799439.0,0,106452
106452,1175,7060,799439.0,0,106453
106453,3876,7070,799450.0,0,106454
106454,4526,7050,799450.0,0,106455
106455,3876,7070,799451.0,0,106456
106456,1175,7074,799454.0,0,106457
106457,3882,7052,799455.0,0,106458
106458,3882,7061,799456.0,0,106459
106459,4526,7051,799457.0,0,106460
106460,3882,7052,799470.0,0,106461
106461,3882,7063,799471.0,0,106462
106462,2335,7060,799472.0,0,106463
106463,4523,7056,799474.0,0,106464
106464,2335,7074,799478.0,0,106465
106465,2335,7076,799481.0,0,106466
106466,2831,7065,799484.0,0,106467
106467,2831,7066,799485.0,0,106468
106468,1912,7060,799496.0,0,106469
106469,4523,7057,799501.0,0,106470
106470,1912,7072,799504.0,0,106471
106471,4346,7056,799516.0,0,106472
106472,4485,7065,799517.0,0,106473
106473,4485,7067,799518.0,0,106474
106474,4346,7052,799523.0,0,106475
106475,1980,7056,799534.0,0,106476
106476,4523,7057,799538.0,0,106477
106477,1980,7055,799541.0,0,106478
106478,4523,7052,799550.0,0,106479
106479,2052,7074,799550.0,0,106480
106480,1980,7073,799556.0,0,106481
106481,4527,7049,799566.0,0,106482
106482,4527,7051,799571.0,0,106483
106483,4523,7052,799591.0,0,106484
106484,4066,7064,799594.0,0,106485
106485,4525,7061,799599.0,0,106486
106486,4525,7051,799599.0,0,106487
106487,4521,7052,799605.0,0,106488
106488,4521,7063,799606.0,0,106489
106489,4518,7054,799607.0,0,106490
106490,4518,7064,799608.0,0,106491
106491,1023,7076,799613.0,0,106492
106492,4528,7049,799613.0,0,106493
106493,4528,7050,799624.0,0,106494
106494,4528,7055,799634.0,0,106495
106495,1447,7076,799635.0,0,106496
106496,1447,7077,799635.0,0,106497
106497,4529,7049,799640.0,0,106498
106498,4485,7065,799652.0,0,106499
106499,4529,7051,799652.0,0,106500
106500,4485,7067,799653.0,0,106501
106501,526,7079,799654.0,0,106502
106502,533,7074,799655.0,0,106503
106503,533,7075,799655.0,0,106504
106504,533,7074,799657.0,0,106505
106505,1972,7070,799663.0,0,106506
106506,4523,7063,799663.0,0,106507
106507,1972,7083,799664.0,0,106508
106508,4529,7057,799667.0,0,106509
106509,4529,7061,799668.0,0,106510
106510,2917,7051,799672.0,0,106511
106511,4529,7051,799673.0,0,106512
106512,2917,7052,799677.0,0,106513
106513,2917,7061,799677.0,0,106514
106514,4500,7064,799680.0,0,106515
106515,4523,7052,799688.0,0,106516
106516,4523,7061,799690.0,0,106517
106517,2917,7053,799701.0,0,106518
106518,2917,7063,799702.0,0,106519
106519,4507,7074,799703.0,0,106520
106520,4456,7065,799714.0,0,106521
106521,4456,7067,799714.0,0,106522
106522,4421,7082,799731.0,0,106523
106523,1684,7070,799748.0,0,106524
106524,1684,7083,799749.0,0,106525
106525,3924,7076,799771.0,0,106526
106526,3924,7077,799772.0,0,106527
106527,775,7081,799773.0,0,106528
106528,775,7082,799774.0,0,106529
106529,2113,7056,799808.0,0,106530
106530,1883,7051,799821.0,0,106531
106531,4515,7052,799836.0,0,106532
106532,4090,7052,799837.0,0,106533
106533,1883,7073,799841.0,0,106534
106534,4515,7056,799843.0,0,106535
106535,117,7070,799862.0,0,106536
106536,117,7083,799863.0,0,106537
106537,1038,7081,799899.0,0,106538
106538,865,7056,799907.0,0,106539
106539,4331,7065,799910.0,0,106540
106540,1972,7080,799917.0,0,106541
106541,865,7055,799925.0,0,106542
106542,4515,7070,799928.0,0,106543
106543,4331,7054,799931.0,0,106544
106544,210,7078,799934.0,0,106545
106545,4331,7054,799935.0,0,106546
106546,865,7057,799937.0,0,106547
106547,4515,7060,799950.0,0,106548
106548,4346,7053,799965.0,0,106549
106549,4346,7063,799966.0,0,106550
106550,4332,7057,799969.0,0,106551
106551,4528,7062,799970.0,0,106552
106552,4346,7064,799977.0,0,106553
106553,4331,7065,799980.0,0,106554
106554,4530,7049,799980.0,0,106555
106555,4528,7055,799982.0,0,106556
106556,4515,7049,799984.0,0,106557
106557,4331,7065,799986.0,0,106558
106558,4528,7062,799989.0,0,106559
106559,4530,7051,799992.0,0,106560
106560,930,7077,799993.0,0,106561
106561,4528,7062,799993.0,0,106562
106562,4346,7056,799995.0,0,106563
106563,4483,7078,799998.0,0,106564
106564,4483,7079,799998.0,0,106565
106565,4346,7053,799999.0,0,106566
106566,837,7056,800001.0,0,106567
106567,4515,7052,800001.0,0,106568
106568,930,7076,800002.0,0,106569
106569,4528,7062,800003.0,0,106570
106570,837,7055,800011.0,0,106571
106571,4456,7055,800011.0,0,106572
106572,4456,7067,800011.0,0,106573
106573,4528,7062,800011.0,0,106574
106574,930,7076,800014.0,0,106575
106575,930,7079,800015.0,0,106576
106576,4528,7062,800017.0,0,106577
106577,2234,7056,800019.0,0,106578
106578,4528,7057,800021.0,0,106579
106579,837,7056,800023.0,0,106580
106580,4066,7054,800032.0,0,106581
106581,930,7079,800034.0,0,106582
106582,930,7076,800034.0,0,106583
106583,4417,7052,800037.0,0,106584
106584,1175,7076,800038.0,0,106585
106585,584,7051,800039.0,0,106586
106586,1175,7076,800039.0,0,106587
106587,1175,7077,800039.0,0,106588
106588,4530,7061,800039.0,0,106589
106589,1972,7080,800042.0,0,106590
106590,1149,7077,800044.0,0,106591
106591,584,7073,800050.0,0,106592
106592,3882,7053,800055.0,0,106593
106593,3882,7063,800056.0,0,106594
106594,1972,7080,800059.0,0,106595
106595,930,7076,800060.0,0,106596
106596,1654,7076,800062.0,0,106597
106597,930,7077,800062.0,0,106598
106598,1654,7077,800063.0,0,106599
106599,3882,7053,800064.0,0,106600
106600,4521,7053,800064.0,0,106601
106601,3882,7064,800065.0,0,106602
106602,4521,7063,800065.0,0,106603
106603,3487,7055,800072.0,0,106604
106604,1972,7072,800072.0,0,106605
106605,3487,7067,800073.0,0,106606
106606,1972,7070,800078.0,0,106607
106607,930,7079,800079.0,0,106608
106608,4332,7057,800088.0,0,106609
106609,1972,7072,800088.0,0,106610
106610,2232,7078,800092.0,0,106611
106611,2232,7082,800092.0,0,106612
106612,1893,7052,800102.0,0,106613
106613,1893,7063,800103.0,0,106614
106614,4527,7052,800123.0,0,106615
106615,4527,7061,800123.0,0,106616
106616,930,7060,800127.0,0,106617
106617,930,7076,800131.0,0,106618
106618,4521,7054,800131.0,0,106619
106619,4521,7064,800131.0,0,106620
106620,4456,7062,800140.0,0,106621
106621,4521,7065,800147.0,0,106622
106622,4521,7066,800148.0,0,106623
106623,4526,7052,800151.0,0,106624
106624,4526,7061,800153.0,0,106625
106625,1684,7080,800159.0,0,106626
106626,4507,7076,800169.0,0,106627
106627,4521,7055,800177.0,0,106628
106628,4521,7067,800178.0,0,106629
106629,4456,7062,800183.0,0,106630
106630,4411,7052,800184.0,0,106631
106631,4411,7061,800185.0,0,106632
106632,1131,7056,800187.0,0,106633
106633,4456,7055,800193.0,0,106634
106634,1980,7073,800203.0,0,106635
106635,2042,7060,800205.0,0,106636
106636,3982,7054,800207.0,0,106637
106637,3982,7064,800208.0,0,106638
106638,4456,7062,800210.0,0,106639
106639,3982,7054,800211.0,0,106640
106640,1131,7057,800216.0,0,106641
106641,4456,7057,800223.0,0,106642
106642,4531,7049,800237.0,0,106643
106643,3169,7056,800239.0,0,106644
106644,2686,7076,800239.0,0,106645
106645,3487,7062,800240.0,0,106646
106646,4456,7057,800240.0,0,106647
106647,1131,7055,800240.0,0,106648
106648,4456,7057,800241.0,1,106649
106649,3169,7073,800246.0,0,106650
106650,4523,7052,800247.0,0,106651
106651,4531,7051,800247.0,0,106652
106652,4523,7063,800249.0,0,106653
106653,3169,7073,800249.0,0,106654
106654,2686,7072,800249.0,0,106655
106655,3487,7062,800262.0,0,106656
106656,2335,7078,800266.0,0,106657
106657,3487,7062,800269.0,0,106658
106658,533,7077,800270.0,0,106659
106659,3487,7055,800278.0,0,106660
106660,1684,7080,800284.0,0,106661
106661,3487,7057,800285.0,0,106662
106662,2067,7056,800293.0,0,106663
106663,3876,7080,800299.0,0,106664
106664,2067,7057,800304.0,0,106665
106665,2052,7076,800306.0,0,106666
106666,2052,7077,800306.0,0,106667
106667,447,7081,800307.0,0,106668
106668,4090,7053,800309.0,0,106669
106669,4521,7062,800309.0,0,106670
106670,2067,7052,800319.0,0,106671
106671,2498,7051,800320.0,0,106672
106672,1980,7073,800323.0,0,106673
106673,4521,7057,800324.0,0,106674
106674,1324,7056,800326.0,0,106675
106675,2917,7053,800330.0,0,106676
106676,4523,7063,800334.0,0,106677
106677,1324,7053,800334.0,0,106678
106678,4136,7082,800337.0,0,106679
106679,4532,7049,800341.0,0,106680
106680,4523,7056,800343.0,0,106681
106681,1781,7078,800344.0,0,106682
106682,1781,7079,800345.0,0,106683
106683,1684,7081,800347.0,0,106684
106684,3487,7073,800352.0,0,106685
106685,4449,7065,800353.0,0,106686
106686,4523,7052,800356.0,0,106687
106687,4519,7054,800356.0,0,106688
106688,4519,7064,800356.0,0,106689
106689,1684,7078,800357.0,0,106690
106690,4449,7073,800359.0,0,106691
106691,4449,7067,800359.0,0,106692
106692,4529,7052,800362.0,0,106693
106693,4529,7061,800363.0,0,106694
106694,3876,7080,800365.0,0,106695
106695,2625,7060,800375.0,0,106696
106696,4525,7052,800377.0,0,106697
106697,4525,7061,800378.0,0,106698
106698,429,7060,800379.0,0,106699
106699,3876,7070,800379.0,0,106700
106700,607,7060,800380.0,0,106701
106701,3102,7056,800383.0,0,106702
106702,2052,7076,800386.0,0,106703
106703,2052,7079,800387.0,0,106704
106704,3102,7054,800389.0,0,106705
106705,429,7060,800392.0,0,106706
106706,2831,7055,800392.0,0,106707
106707,3876,7080,800393.0,0,106708
106708,2831,7067,800393.0,0,106709
106709,2052,7076,800394.0,0,106710
106710,4532,7051,800395.0,0,106711
106711,429,7073,800396.0,0,106712
106712,607,7060,800396.0,0,106713
106713,3487,7075,800397.0,0,106714
106714,4360,7070,800397.0,0,106715
106715,4360,7082,800399.0,0,106716
106716,4360,7081,800403.0,0,106717
106717,4341,7054,800406.0,0,106718
106718,3215,7052,800414.0,0,106719
106719,1893,7052,800416.0,0,106720
106720,1038,7070,800417.0,0,106721
106721,4521,7057,800417.0,0,106722
106722,1893,7063,800418.0,0,106723
106723,4521,7057,800424.0,0,106724
106724,4505,7055,800436.0,0,106725
106725,4505,7067,800436.0,0,106726
106726,3102,7065,800436.0,0,106727
106727,4520,7054,800437.0,0,106728
106728,3102,7066,800437.0,0,106729
106729,4520,7064,800438.0,0,106730
106730,4521,7073,800441.0,0,106731
106731,4411,7052,800444.0,0,106732
106732,4411,7063,800445.0,0,106733
106733,4518,7065,800449.0,0,106734
106734,3924,7078,800450.0,0,106735
106735,3924,7079,800450.0,0,106736
106736,4518,7066,800450.0,0,106737
106737,497,7060,800453.0,0,106738
106738,4521,7074,800471.0,0,106739
106739,4521,7075,800472.0,0,106740
106740,4521,7076,800488.0,0,106741
106741,4521,7077,800489.0,0,106742
106742,2396,7056,800491.0,0,106743
106743,1324,7053,800507.0,0,106744
106744,1324,7064,800508.0,0,106745
106745,4521,7078,800514.0,0,106746
106746,4521,7079,800515.0,0,106747
106747,1131,7062,800516.0,0,106748
106748,901,7056,800539.0,0,106749
106749,1131,7062,800543.0,0,106750
106750,4521,7081,800550.0,0,106751
106751,4521,7082,800551.0,0,106752
106752,2167,7073,800557.0,0,106753
106753,1131,7062,800557.0,0,106754
106754,4485,7055,800562.0,0,106755
106755,2167,7073,800562.0,0,106756
106756,4485,7067,800563.0,0,106757
106757,1131,7062,800576.0,0,106758
106758,4521,7072,800579.0,0,106759
106759,4521,7083,800580.0,0,106760
106760,407,7060,800580.0,0,106761
106761,4466,7081,800580.0,0,106762
106762,4466,7082,800581.0,0,106763
106763,1447,7076,800583.0,0,106764
106764,1447,7079,800584.0,0,106765
106765,407,7073,800584.0,0,106766
106766,1131,7062,800584.0,0,106767
106767,4526,7053,800596.0,0,106768
106768,1131,7055,800596.0,0,106769
106769,4526,7063,800597.0,0,106770
106770,1131,7055,800597.0,0,106771
106771,407,7073,800598.0,0,106772
106772,407,7075,800598.0,0,106773
106773,1131,7073,800606.0,0,106774
106774,4505,7062,800612.0,0,106775
106775,3884,7080,800615.0,0,106776
106776,4503,7051,800620.0,0,106777
106777,1324,7053,800620.0,0,106778
106778,1324,7064,800620.0,0,106779
106779,4507,7078,800626.0,0,106780
106780,855,7072,800634.0,0,106781
106781,4485,7062,800635.0,0,106782
106782,4066,7065,800647.0,0,106783
106783,4066,7066,800648.0,0,106784
106784,2831,7062,800650.0,0,106785
106785,4505,7062,800659.0,0,106786
106786,4481,7056,800662.0,0,106787
106787,4481,7067,800663.0,0,106788
106788,4505,7062,800665.0,0,106789
106789,4521,7057,800665.0,0,106790
106790,1066,7056,800666.0,0,106791
106791,4485,7062,800667.0,0,106792
106792,4066,7065,800668.0,0,106793
106793,4481,7055,800668.0,0,106794
106794,533,7074,800670.0,0,106795
106795,4485,7062,800678.0,0,106796
106796,2498,7061,800678.0,0,106797
106797,4485,7057,800682.0,0,106798
106798,2831,7062,800684.0,0,106799
106799,4523,7053,800690.0,0,106800
106800,4523,7063,800691.0,0,106801
106801,1038,7080,800693.0,0,106802
106802,2831,7057,800694.0,0,106803
106803,117,7080,800698.0,0,106804
106804,4485,7057,800698.0,0,106805
106805,2396,7056,800704.0,0,106806
106806,4505,7055,800705.0,0,106807
106807,2396,7057,800709.0,0,106808
106808,775,7072,800714.0,0,106809
106809,775,7083,800715.0,0,106810
106810,1038,7080,800716.0,0,106811
106811,1980,7075,800720.0,0,106812
106812,1038,7072,800721.0,0,106813
106813,2831,7057,800721.0,0,106814
106814,1980,7073,800722.0,0,106815
106815,1066,7072,800725.0,0,106816
106816,775,7081,800728.0,0,106817
106817,2831,7057,800729.0,0,106818
106818,4411,7053,800733.0,0,106819
106819,4411,7063,800733.0,0,106820
106820,4411,7053,800739.0,0,106821
106821,4527,7053,800745.0,0,106822
106822,4527,7063,800745.0,0,106823
106823,1038,7057,800746.0,0,106824
106824,2067,7053,800769.0,0,106825
106825,3982,7065,800771.0,0,106826
106826,3982,7066,800772.0,0,106827
106827,3982,7065,800773.0,0,106828
106828,117,7080,800779.0,0,106829
106829,4105,7065,800783.0,0,106830
106830,4105,7067,800784.0,0,106831
106831,4105,7065,800789.0,0,106832
106832,117,7080,800789.0,0,106833
